key,en_US,fr_FR,es_MX,de_DE,it_IT,pt_BR,pt_PT,ru_RU,el_GR,tr_TR,da_DK,no_NB,sv_SE,nl_NL,pl_PL,fi_FI,ja_JP,zh_CN,zh_TW,ko_KR,cs_CZ,hu_HU,ro_RO,th_TH,bg_BG,he_IL,ar,bs_BS
DIAMOND_SAW,Diamond Saw,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND_SAW,An important part for cutting in factories.,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENERATOR,Generator,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENERATOR,An important part for making machines in factories.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLDERING_IRON,Soldering Iron,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLDERING_IRON,An important part for making certain machines in factories.,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAW_SILICON,Raw Silicon,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAW_SILICON,A useful element for advanced machines.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILICON_WAFER,Silicon Wafer,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILICON_WAFER,A useful item for making advanced parts.,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUBBER,Rubber,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUBBER,A useful item for making insulated wires.,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARGED_BATTERY,Charged Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARGED_BATTERY,A useful way to transfer power between its source and its sink.,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,A useful way to transfer power between its source and its sink.,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSULATED_WIRING,Insulated Wiring,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSULATED_WIRING,A basic item for connecting machines.,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_WIRING,Gold Wiring,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_WIRING,An advanced item for making advanced machines.,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILL,Mill,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILL,Important part for making food.,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANK,T-34,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANK,Incase you ever want to take over a country. Do not try at home.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPACE_ROCKET,Falcon Heavy Rocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPACE_ROCKET,Wanna go to space? Go ahead! Who knows what else you can do with rocketry...,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD_ROD,Old Rod,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD_ROD,"A beginner fishing rod, here!",,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOD_ROD,Good Rod,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOD_ROD,"An intermediate fishing rod, voila!",,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPER_ROD,Super Rod,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPER_ROD,"An advanced fishing rod, behold!",,,,,,,,,,,,,,,,,,,,,,,,,,,
SILK_ROD,Silk Rod,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILK_ROD,"A special fishing rod, since it has a silk line it will never break!",,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_SWORD,Stone Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_SWORD,"This weapon will slice up a few things, although it is fragile.",,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_AXE,Stone Axe,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_AXE,"This hefty weapon will put a dent into a few things, although it is fragile.",,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_SWORD,Iron Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_SWORD,"Produced by smiths since the ancient times, this weapon sill slice up some things.",,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_AXE,Iron Axe,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_AXE,"Produced by smiths since the ancient times, this hefty weapon will put a dent into some things.",,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_SWORD,Gold Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_SWORD,"This weapon will slice up a lot of things, and has a chance to do something special; breaks easily",,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_AXE,Gold Axe,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_AXE,"This hefty weapon will put a dent into a lot of things, and has a chance to do something special; breaks easily.",,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND_SWORD,Diamond Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND_SWORD,"The blue glimmer will put fear into enemies, this weapon will slice up most things.",,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND_AXE,Diamond Axe,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND_AXE,"The blue glimmer will put fear into enemies, this hefty weapon will put a dent into most things.",,,,,,,,,,,,,,,,,,,,,,,,,,,
COMET_LANCE,Comet Lance,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMET_LANCE,"A celestial weapon, this weapon will pierce anything.",,,,,,,,,,,,,,,,,,,,,,,,,,,
VULRINTH_SWORD,Vulrinth Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,
VULRINTH_SWORD,"A weapon fit for a God, this weapon will slice up anything.",,,,,,,,,,,,,,,,,,,,,,,,,,,
VULRINTH_AXE,Vulrinth Axe,,,,,,,,,,,,,,,,,,,,,,,,,,,
VULRINTH_AXE,"A weapon fit for a God, this hefty weapon will put a dent into anything.",,,,,,,,,,,,,,,,,,,,,,,,,,,
ENCHANTED_SWORD,Enchanted Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENCHANTED_SWORD,An enchanted sword that even the strongest warriors will fear.,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENCHANTED_SHIELD,Enchanted Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENCHANTED_SHIELD,An enchanted shield that even the strongest warriors will fear.,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERING_RAM,Battering Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERING_RAM,"You may get some strange looks bringing this into a fight, but they won't be laughing soon.",,,,,,,,,,,,,,,,,,,,,,,,,,,
SHURIKENS,Shurikens,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHURIKENS,Overwhelms your enemy with a swarm of shurikens before they can react.,,,,,,,,,,,,,,,,,,,,,,,,,,,
KATANA,Katana,,,,,,,,,,,,,,,,,,,,,,,,,,,
KATANA,"An ancient weapon, the faster you move, the stronger it swings.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Evens out attack and defense.,Evenife,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLEDGEHAMMER,Sledgehammer,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLEDGEHAMMER,A strong swing from this can handle any form of armored enemy; breaks easily.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPEAR,Spear,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPEAR,"This weapon goes first and does a fair amount of damage, this decimated the ancient legions of the past.",,,,,,,,,,,,,,,,,,,,,,,,,,,
DAGGER,Dagger,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAGGER,"A favorite of assassins and thieves, does a lot of damage if it catches you off guard.",,,,,,,,,,,,,,,,,,,,,,,,,,,
CROWBAR,Crowbar,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROWBAR,"A favorite of burglars, stuns the target.",,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIV,Shiv,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIV,I mean this was made by an inmate surely you have better options?,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRASS_KNUCKLES,Brass Knuckles,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRASS_KNUCKLES,"Amplifies your punches, you would not want to be on the receiving end of one of these.",,,,,,,,,,,,,,,,,,,,,,,,,,,
BROKEN_BOTTLE,Broken Bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROKEN_BOTTLE,Nothing hurts more than shards of broken glass in your skin.,,,,,,,,,,,,,,,,,,,,,,,,,,,
METAL_PIPE,Metal Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,
METAL_PIPE,Fresh from your neighbors toilet is a metal pipe ready to knock you out!,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEISMOMETER,Seismometer,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEISMOMETER,"Do I really need to check if earthquakes are happening? Wait, why is this in the weapons category? Oh.",,,,,,,,,,,,,,,,,,,,,,,,,,,
EXTENDABLE_ARM,Extendable Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXTENDABLE_ARM,Lucy made this to solve the age old problem of wanting to grab things but not wanting to get out of bed.,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE_SPADE,The Spade,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE_SPADE,"If you see a zombie with this, prepare for a strong thud.",,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRINGY_SPRING,Springy Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRINGY_SPRING,"A while ago a flood damaged a spring factory, many byproducts ran off into the river. Boiiing!",,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE_GOLD_AXE,True Gold Axe,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE_GOLD_AXE,"A weapon forged and wielded by Karkothian Brutes, who knows how they made it so light weight.",,,,,,,,,,,,,,,,,,,,,,,,,,,
EMERALD_WAND,Emerald Wand,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMERALD_WAND,Used by wizards in the past to defend against foreign invaders. Shoots many smaller sparks.,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMERALD_STAFF,Emerald Staff,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMERALD_STAFF,YOU SHALL NOT PASS! Shoots a big spark.,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLAMETHROWER,Flamethrower,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLAMETHROWER,Mwahahaha!,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWER_FLOWER,Power Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWER_FLOWER,"A magic weapon that gets stronger every time you attack, this rainbow flower was often given as a sign of love in magic communities. It used to naturally occur, now it can only be crafted with magic.",,,,,,,,,,,,,,,,,,,,,,,,,,,
FLUTE,Flute,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLUTE,"Plays a soothing melody, yet its notes are deadly, heavy rain took this flute from a live performance in Sky City into a lake.",,,,,,,,,,,,,,,,,,,,,,,,,,,
METEOR_STAFF,Meteor Staff,,,,,,,,,,,,,,,,,,,,,,,,,,,
METEOR_STAFF,"A celestial weapon, this weapon will rain mayhem onto the battlefield.",,,,,,,,,,,,,,,,,,,,,,,,,,,
MASTER_BOLT,Master Bolt,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASTER_BOLT,A godly weapon used by Zeus himself.,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD_BOW,Wood Bow,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD_BOW,"A beginner bow, superiory archery often was the main reason for success in ancient battles.",,,,,,,,,,,,,,,,,,,,,,,,,,,
TIN_BOW,Tin Bow,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIN_BOW,"An intermediate bow, superiory archery often was the main reason for success in ancient battles.",,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_BOW,Gold Bow,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_BOW,"An advanced bow, superiory archery often was the main reason for success in ancient battles.",,,,,,,,,,,,,,,,,,,,,,,,,,,
DUAL_BOW,Dual Bow,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUAL_BOW,"A special bow that shoots twice, superiory archery often was the main reason for success in ancient battles.",,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCKET_LAUNCHER,Rocket Launcher,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCKET_LAUNCHER,"Fighting is so last century, once you have mastered rocketry, you can blow your enemies up instead!",,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR_LAUNCHER,Star Launcher,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR_LAUNCHER,"A celestial weapon, this weapon will annihilate your enemies.",,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_BOOTS,Iron Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_BOOTS,"Produced by smiths since the ancient times, this armor is light.",,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_CHESTPLATE,Iron Chestplate,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_CHESTPLATE,"Produced by smiths since the ancient times, this armor can stand some blows.",,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND_BOOTS,Diamond Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND_BOOTS,"The blue gimmer will put fear into enemies, this armor is light and strong.",,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND_CHESTPLATE,Diamond Chestplate,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND_CHESTPLATE,"The blue gimmer will put fear into enemies, this armor can stand most blows.",,,,,,,,,,,,,,,,,,,,,,,,,,,
THORNS_CHESTPLATE,Thorns Chestplate,,,,,,,,,,,,,,,,,,,,,,,,,,,
THORNS_CHESTPLATE,Sacrificed a bit of protection for the extra damage from the thorns.,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITANIUM_CHESTPLATE,Titanium Chestplate,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITANIUM_CHESTPLATE,"Made of solid titanium nothing will get through this, although it can slow you down.",,,,,,,,,,,,,,,,,,,,,,,,,,,
DENSE_CHESTPLATE,Dense Chestplate,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENSE_CHESTPLATE,Made of a silver-titanium alloy this armor is unusually dense.,,,,,,,,,,,,,,,,,,,,,,,,,,,
VULRINTH_HELMET,Vulrinth Helmet,,,,,,,,,,,,,,,,,,,,,,,,,,,
VULRINTH_HELMET,"Armor fit for a God, this armor can stand all blows.",,,,,,,,,,,,,,,,,,,,,,,,,,,
COMET_ARMOR,Comet Armor,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMET_ARMOR,"Celestial armor, this armor can stand all blows.",,,,,,,,,,,,,,,,,,,,,,,,,,,
STARLIGHT_GOGGLES,Starlight Goggles,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARLIGHT_GOGGLES,"Celestial equipment, these goggles help you mine and fish.",,,,,,,,,,,,,,,,,,,,,,,,,,,
FLORAL_ARMOR,Floral Armor,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLORAL_ARMOR,"You wouldn't think a wreath of flowers provides much defense, and you would be right, but it does heal you up pretty good! Its flowers used to naturally occur, now it can only be crafted with magic.",,,,,,,,,,,,,,,,,,,,,,,,,,,
BONE_CHESTPLATE,Bone Chestplate,,,,,,,,,,,,,,,,,,,,,,,,,,,
BONE_CHESTPLATE,"Made from bones, this chestplate feels taboo, but it has some special benefits.",,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAINMAIL_CHESTPLATE,Chainmail Chestplate,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAINMAIL_CHESTPLATE,"Made from chains, this armor is light weight, but it also benefits piercing damage.",,,,,,,,,,,,,,,,,,,,,,,,,,,
MINING_HELMET,Mining Helmet,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINING_HELMET,Buffs double ore chance.,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCK_HELMET,Rock Helmet,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCK_HELMET,Strongly buffs double ore chance.,,,,,,,,,,,,,,,,,,,,,,,,,,,
FISHING_CAP,Fishing Cap,,,,,,,,,,,,,,,,,,,,,,,,,,,
FISHING_CAP,Buffs fishing strength.,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGIC_FISHING_CAP,Magic Fishing Cap,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGIC_FISHING_CAP,Strongly buffs fishing strength.,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEATHER,Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEATHER,Buffs max health and defense.,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAPPLING_HOOK,Grappling Hook,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAPPLING_HOOK,Buffs speed and damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPERIENCE,Experience,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPERIENCE,"Gives a weak buff to every stat, drops when killing an enemy; consumable.",,,,,,,,,,,,,,,,,,,,,,,,,,,
PACKED_EXPERIENCE,Packed Experience,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACKED_EXPERIENCE,"Gives a buff to every stat, drops when killing an enemy; consumable.",,,,,,,,,,,,,,,,,,,,,,,,,,,
DENSE_EXPERIENCE,Dense Experience,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENSE_EXPERIENCE,"Gives a strong buff to every stat, drops when killing an enemy; consumable.",,,,,,,,,,,,,,,,,,,,,,,,,,,
UNHOLY_WINGS,Unholy Wings,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNHOLY_WINGS,"Wings let you fly to new places, these special wings are attracted to devil rays confusing it for their former masters.",,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALY_WINGS,Scaly Wings,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALY_WINGS,"Wings let you fly to new places, these special wings are dropped by Dragons.",,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOTON_WINGS,Photon Wings,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOTON_WINGS,"Wings let you fly to new places, these special wings are dropped by Solar Flares.",,,,,,,,,,,,,,,,,,,,,,,,,,,
CRYSTAL_WINGS,Crystal Wings,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRYSTAL_WINGS,"Wings let you fly to new places, these special wings are dropped by Sky Sorcerers.",,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLY_WINGS,Holy Wings,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLY_WINGS,"Wings let you fly to new places, these special wings are dropped by Hallowed Creatures.",,,,,,,,,,,,,,,,,,,,,,,,,,,
CACTUS_SHIELD,Cactus Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACTUS_SHIELD,"It's a prickly shield, breaks fairly easily.",,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIELD,Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIELD,"Prevents some attacks from going first, however it is weak to strong attacks.",,,,,,,,,,,,,,,,,,,,,,,,,,,
BREAD_BUNDLE,Bread Bundle,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREAD_BUNDLE,Gives extra health; consumable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAUNTLET,Gauntlet,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAUNTLET,You can feel the raw power coming from this gauntlet.,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEAL_BELL,Heal Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEAL_BELL,A special bell that regenerates your health.,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTABLE_WALL,Portable Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTABLE_WALL,"You may get some strange looks bringing this into a fight, but the only damage that will go through this is emotional.",,,,,,,,,,,,,,,,,,,,,,,,,,,
BINOCULARS,Binoculars,,,,,,,,,,,,,,,,,,,,,,,,,,,
BINOCULARS,"""Mystify, mislead, and surprise the enemy"" - Sun Tzu",,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_BRACELET,Gold Bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_BRACELET,An impressive piece of old jewelry. Loses hp but increases defense and damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,
BONE_RING,Bone Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,
BONE_RING,"Made from bones, this was a common piece of jewelry long long ago.",,,,,,,,,,,,,,,,,,,,,,,,,,,
SILK_CLOTH,Silk Cloth,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILK_CLOTH,"Whenever your weapon or armor would break, this gets used instead; one time use.",,,,,,,,,,,,,,,,,,,,,,,,,,,
MANA_CRYSTAL,Mana Crystal,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANA_CRYSTAL,"The only way for us puny humans to use magic weapons, this is crystallised magic; consumable.",,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGIC_GUARD,Magic Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGIC_GUARD,Reduces incoming magic damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILKY_STRING,Silky String,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILKY_STRING,An extra silky string! Use this and your fishing line will never break.,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHUM,Chum,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHUM,Ew! Buffs fishing strength.,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVAPROOF_FISHING_HOOK,Lavaproof Fishing Hook,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVAPROOF_FISHING_HOOK,Allows you to fish in lava!,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINING_CHARM,Mining Charm,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINING_CHARM,Buffs double ore chance.,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCKY_COIN,Lucky Coin,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCKY_COIN,This strange indestructible coin makes its holder extra lucky!,,,,,,,,,,,,,,,,,,,,,,,,,,,
JETPACK,Jetpack,,,,,,,,,,,,,,,,,,,,,,,,,,,
JETPACK,The best defense is flying over the enemies.,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLOGRAPHIC_DECOY,Holographic Decoy,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLOGRAPHIC_DECOY,Distract enemies with a decoy! Useful to get a moment to breathe.,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENERGY_SHIELD,Energy Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENERGY_SHIELD,Keep your problems at bay with this energy shield!,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGNET,Magnet,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGNET,Sexy! Actually maybe a different type of attractive.,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRENGTH_POTION,Strength Potion,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRENGTH_POTION,Buffs all types of damage; consumable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACTUS_POTION,Cactus Potion,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACTUS_POTION,Doubles piercing damage; consumable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_POTION,Iron Potion,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_POTION,Buffs blunt damage and defense; consumable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
TURTLE_MASTER_POTION,Turtle Master Potion,,,,,,,,,,,,,,,,,,,,,,,,,,,
TURTLE_MASTER_POTION,"Triples defense, but halves speed and halves attack; consumable.",,,,,,,,,,,,,,,,,,,,,,,,,,,
BEETLE_MASTER_POTION,Beetle Master Potion,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEETLE_MASTER_POTION,"Doubles defense, but halves speed; consumable.",,,,,,,,,,,,,,,,,,,,,,,,,,,
MINING_POTION,Mining Potion,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINING_POTION,Boosts double ore chance; consumable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
FISHING_POTION,Fishing Potion,,,,,,,,,,,,,,,,,,,,,,,,,,,
FISHING_POTION,Boosts fishing power and only consumes less bait; consumable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGNET_POTION,Magnet Potion,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGNET_POTION,"It's like a magnet, but in potion form! Consumable.",,,,,,,,,,,,,,,,,,,,,,,,,,,
LIGHTNING_POTION,Lightning Potion,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIGHTNING_POTION,Drinking this gives you Zeus' blessing to strike lightning! Consumable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIRE_RESISTANCE_POTION,Fire Resistance Potion,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIRE_RESISTANCE_POTION,Becomes immune to fire and lava; consumable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER_WALKING_POTION,Water Walking Potion,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER_WALKING_POTION,Made from a distilled bearded canaanite man; consumable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVISIBILITY_POTION,Invisibility Potion,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVISIBILITY_POTION,I've mastered the ability of standing so incredibly still\u2026 that I become invisible to the eye. Consumable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCKTAIL,Cocktail,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCKTAIL,You won't know what you get until you drink it! Consumable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOODEN_ARROW,Wooden Arrow,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOODEN_ARROW,"A cheap arrow, superiory archery often was the main reason for success in ancient battles.",,,,,,,,,,,,,,,,,,,,,,,,,,,
BONE_ARROW,Bone Arrow,,,,,,,,,,,,,,,,,,,,,,,,,,,
BONE_ARROW,"A sharp arrow, superiory archery often was the main reason for success in ancient battles.",,,,,,,,,,,,,,,,,,,,,,,,,,,
EMERALD_ARROW,Emerald Arrow,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMERALD_ARROW,"An expensive arrow, superiory archery often was the main reason for success in ancient battles.",,,,,,,,,,,,,,,,,,,,,,,,,,,
ARMOR_PENETRATING_ROCKET,Armor Penetrating Rocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARMOR_PENETRATING_ROCKET,"Once you have mastered rocketry, its time to blow through some armor!",,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLOSIVE_ROCKET,Explosive Rocket,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLOSIVE_ROCKET,"Once you have mastered rocketry, its time for a massive explosion!",,,,,,,,,,,,,,,,,,,,,,,,,,,
COMET_FRAGMENT,Comet Fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMET_FRAGMENT,"A celestial fragment, can be crafted into various weapons and armors, as well as used as ammo.",,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPE_BOMB,Pipe Bomb,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPE_BOMB,Do not try at home.,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLOTOV_COCKTAIL,Molotov Cocktail,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLOTOV_COCKTAIL,Do not confuse with regular cocktails.,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORM,Worm,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORM,Eww a worm. Can be used as bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGO,Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,
